time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.112,0.07957407490946948,0.2721980387231909,-2.2547036820376816,-0.0923022563465184,0.9599549759800683,1.570657579830529
0.113,0.08072684903543549,0.2727045016434199,-2.2546158779094894,-0.09376727319313265,0.9599547882405273,1.5706914494472193
0.114,0.08187962316140149,0.27321096456364885,-2.254528073781297,-0.0952322900397469,0.9599546005009862,1.5707253190639097
0.115,0.0830323972873675,0.27371742748387784,-2.254440269653105,-0.09669730688636115,0.9599544127614452,1.5707591886806003
0.116,0.08418517141333351,0.2742238904041068,-2.2543524655249128,-0.0981623237329754,0.9599542250219042,1.5707930582972907
0.117,0.08533794553929952,0.27473035332433576,-2.2542646613967205,-0.09962734057958963,0.9599540372823632,1.570826927913981
0.118,0.0864907196652655,0.2752368162445647,-2.2541768572685283,-0.10109235742620387,0.9599538495428221,1.5708607975306714
0.119,0.08764349379123151,0.2757432791647937,-2.254089053140336,-0.10255737427281812,0.9599536618032811,1.570894667147362
0.12,0.08879626791719752,0.2762497420850227,-2.254001249012144,-0.10402239111943237,0.9599534740637401,1.5709285367640524
0.121,0.08994904204316352,0.2767562050052516,-2.253913444883952,-0.10548740796604662,0.9599532863241991,1.5709624063807428
0.122,0.09122077804980883,0.27741434812040533,-2.25381188963484,-0.10694812562813419,0.9599520819414733,1.571008008267931
0.123,0.09252454225509854,0.27811332821111573,-2.2537066321608643,-0.10840768581746457,0.9599506038471209,1.5710567688433303
0.124,0.09382830646038827,0.27881230830182613,-2.2536013746868893,-0.10986724600679496,0.9599491257527685,1.5711055294187295
0.125,0.09513207066567798,0.2795112883925365,-2.2534961172129138,-0.11132680619612534,0.9599476476584161,1.5711542899941286
0.126,0.09643583487096771,0.2802102684832469,-2.2533908597389383,-0.11278636638545572,0.9599461695640636,1.5712030505695278
0.127,0.09773959907625743,0.2809092485739573,-2.253285602264963,-0.1142459265747861,0.9599446914697113,1.571251811144927
0.128,0.09904336328154714,0.2816082286646677,-2.2531803447909877,-0.11570548676411649,0.9599432133753589,1.5713005717203261
0.129,0.10034712748683687,0.2823072087553781,-2.2530750873170127,-0.11716504695344687,0.9599417352810065,1.5713493322957253
0.13,0.1016508916921266,0.2830061888460885,-2.252969829843037,-0.11862460714277726,0.9599402571866541,1.5713980928711246
0.131,0.10295465589741631,0.2837051689367989,-2.2528645723690617,-0.12008416733210764,0.9599387790923016,1.5714468534465238
0.132,0.10434030008544376,0.28445988953191187,-2.2527760954827993,-0.1213661744187669,0.9599329935675764,1.571519382789529
0.133,0.10576327191266047,0.28524002123932596,-2.252695268570347,-0.12256723817920846,0.9599252443613576,1.5716027478942374
0.134,0.10718624373987719,0.2860201529467401,-2.2526144416578946,-0.12376830193965002,0.9599174951551388,1.5716861129989455
0.135,0.1086092155670939,0.28680028465415425,-2.2525336147454422,-0.12496936570009158,0.95990974594892,1.5717694781036537
0.136,0.1100321873943106,0.28758041636156834,-2.25245278783299,-0.12617042946053314,0.9599019967427012,1.5718528432083618
0.137,0.11145515922152731,0.2883605480689825,-2.2523719609205375,-0.12737149322097469,0.9598942475364823,1.5719362083130701
0.138,0.11287813104874403,0.28914067977639657,-2.252291134008085,-0.12857255698141626,0.9598864983302635,1.5720195734177782
0.139,0.11430110287596074,0.2899208114838107,-2.2522103070956327,-0.1297736207418578,0.9598787491240447,1.5721029385224865
0.14,0.11572407470317744,0.29070094319122486,-2.2521294801831804,-0.13097468450229938,0.9598709999178259,1.5721863036271946
0.141,0.11714704653039411,0.29148107489863895,-2.252048653270728,-0.1321757482627409,0.959863250711607,1.5722696687319029
0.142,0.11852264077735128,0.29228714806827344,-2.251985285069118,-0.1331311897195884,0.959852398602063,1.5723287909319097
0.143,0.11986474397619393,0.2931115591680982,-2.25193425837,-0.13391300161699873,0.9598393530608579,1.5723707759061794
0.144,0.12120684717503659,0.293935970267923,-2.251883231670882,-0.13469481351440907,0.9598263075196528,1.5724127608804488
0.145,0.12254895037387925,0.2947603813677478,-2.251832204971764,-0.13547662541181937,0.9598132619784477,1.5724547458547184
0.146,0.1238910535727219,0.29558479246757263,-2.251781178272646,-0.1362584373092297,0.9598002164372427,1.572496730828988
0.147,0.12523315677156455,0.2964092035673974,-2.2517301515735277,-0.13704024920664004,0.9597871708960376,1.5725387158032578
0.148,0.12657525997040722,0.2972336146672222,-2.2516791248744097,-0.13782206110405038,0.9597741253548325,1.5725807007775272
0.149,0.12791736316924987,0.298058025767047,-2.2516280981752916,-0.13860387300146068,0.9597610798136275,1.5726226857517969
0.15,0.12925946636809252,0.29888243686687177,-2.2515770714761736,-0.13938568489887102,0.9597480342724225,1.5726646707260665
0.151,0.1306015695669352,0.29970684796669655,-2.2515260447770555,-0.14016749679628135,0.9597349887312174,1.5727066557003362
0.152,0.13202285296785085,0.30058223548193,-2.2514595866314924,-0.1408709155868613,0.9597196328154508,1.572738469736367
0.153,0.1335282653334691,0.30151178543853524,-2.2513767325740814,-0.14149104170143398,0.9597018221267126,1.57275947715052
0.154,0.13503367769908733,0.3024413353951404,-2.2512938785166705,-0.14211116781600666,0.9596840114379744,1.5727804845646727
0.155,0.13653909006470558,0.3033708853517456,-2.2512110244592596,-0.14273129393057934,0.9596662007492361,1.5728014919788254
0.156,0.13804450243032382,0.30430043530835077,-2.2511281704018486,-0.14335142004515203,0.959648390060498,1.572822499392978
0.157,0.13954991479594206,0.305229985264956,-2.2510453163444377,-0.1439715461597247,0.9596305793717598,1.5728435068071307
0.158,0.1410553271615603,0.3061595352215612,-2.250962462287027,-0.1445916722742974,0.9596127686830216,1.5728645142212834
0.159,0.14256073952717854,0.30708908517816635,-2.2508796082296163,-0.14521179838887005,0.9595949579942834,1.572885521635436
0.16,0.14406615189279678,0.30801863513477157,-2.2507967541722054,-0.14583192450344273,0.9595771473055451,1.5729065290495887
0.161,0.14557156425841503,0.3089481850913768,-2.2507139001147944,-0.14645205061801542,0.9595593366168069,1.5729275364637416
0.162,0.14701616310813678,0.30986289881245876,-2.2506371203237827,-0.1469956441918731,0.9595324348860499,1.5729523152537526
0.163,0.14836314026128788,0.3107537964712535,-2.2505700913288327,-0.14741638289774092,0.9594909396404732,1.5729831480944836
0.164,0.149710117414439,0.3116446941300483,-2.250503062333883,-0.14783712160360873,0.9594494443948963,1.5730139809352148
0.165,0.1510570945675901,0.31253559178884305,-2.250436033338933,-0.14825786030947655,0.9594079491493196,1.5730448137759458
0.166,0.15240407172074122,0.3134264894476378,-2.2503690043439835,-0.14867859901534436,0.9593664539037429,1.5730756466166769
0.167,0.15375104887389232,0.3143173871064326,-2.250301975349034,-0.14909933772121217,0.9593249586581661,1.573106479457408
0.168,0.15509802602704342,0.31520828476522733,-2.250234946354084,-0.14952007642707998,0.9592834634125893,1.573137312298139
0.169,0.15644500318019453,0.3160991824240221,-2.2501679173591342,-0.14994081513294782,0.9592419681670126,1.5731681451388702
0.17,0.15779198033334563,0.31699008008281687,-2.250100888364184,-0.15036155383881564,0.9592004729214358,1.5731989779796012
0.171,0.15913895748649673,0.3178809777416116,-2.2500338593692346,-0.15078229254468345,0.959158977675859,1.5732298108203322
0.172,0.16051630270180653,0.3187980885489396,-2.2499675566188517,-0.15116041942922545,0.9591093392966055,1.5732714974015245
0.173,0.1619706526461618,0.31978166841147676,-2.2499030954171935,-0.15143049490969138,0.9590390522569572,1.5733407059674578
0.174,0.16342500259051707,0.320765248274014,-2.2498386342155356,-0.15170057039015727,0.9589687652173088,1.573409914533391
0.175,0.16487935253487232,0.3217488281365512,-2.2497741730138774,-0.15197064587062317,0.9588984781776605,1.5734791230993246
0.176,0.1663337024792276,0.32273240799908837,-2.249709711812219,-0.1522407213510891,0.9588281911380121,1.5735483316652579
0.177,0.16778805242358286,0.3237159878616256,-2.249645250610561,-0.152510796831555,0.9587579040983638,1.5736175402311912
0.178,0.16924240236793814,0.32469956772416275,-2.2495807894089026,-0.1527808723120209,0.9586876170587154,1.5736867487971244
0.179,0.1706967523122934,0.3256831475867,-2.2495163282072443,-0.15305094779248682,0.9586173300190671,1.5737559573630577
0.18,0.17215110225664865,0.3266667274492372,-2.249451867005586,-0.15332102327295272,0.9585470429794187,1.573825165928991
0.181,0.17360545220100393,0.32765030731177436,-2.249387405803928,-0.15359109875341861,0.9584767559397704,1.5738943744949243
0.182,0.17511177501083625,0.3286696399376299,-2.2493222877214816,-0.15385613957142272,0.9584072263309782,1.5739594067836362
0.183,0.17685197571531536,0.3298498599984178,-2.249254213675488,-0.15409852440834873,0.9583411051610388,1.5740056458248521
0.184,0.17859217641979447,0.33103008005920576,-2.249186139629495,-0.15434090924527474,0.9582749839910992,1.574051884866068
0.185,0.18033237712427355,0.3322103001199937,-2.249118065583502,-0.15458329408220076,0.9582088628211598,1.5740981239072838
0.186,0.18207257782875266,0.33339052018078164,-2.249049991537509,-0.15482567891912677,0.9581427416512203,1.5741443629484997
0.187,0.18381277853323177,0.3345707402415695,-2.2489819174915158,-0.15506806375605278,0.9580766204812808,1.5741906019897156
0.188,0.18555297923771086,0.33575096030235746,-2.2489138434455227,-0.15531044859297877,0.9580104993113413,1.5742368410309313
0.189,0.18729317994218997,0.3369311803631454,-2.2488457693995296,-0.15555283342990478,0.9579443781414018,1.5742830800721472
0.19,0.18903338064666908,0.33811140042393334,-2.2487776953535366,-0.1557952182668308,0.9578782569714623,1.5743293191133632
0.191,0.1907735813511482,0.3392916204847213,-2.2487096213075435,-0.1560376031037568,0.9578121358015228,1.5743755581545789
0.192,0.1925051139125603,0.3404706018501048,-2.248640886225155,-0.1562713259290735,0.9577427146220566,1.5744215899039438
0.193,0.19413804634658566,0.3416354930552639,-2.248564631853768,-0.15640651837233419,0.9576357558342242,1.5744652637085028
0.194,0.19577097878061098,0.342800384260423,-2.248488377482381,-0.1565417108155949,0.9575287970463918,1.5745089375130619
0.195,0.19740391121463632,0.34396527546558203,-2.2484121231109935,-0.15667690325885558,0.9574218382585594,1.574552611317621
0.196,0.19903684364866167,0.3451301666707411,-2.2483358687396064,-0.1568120957021163,0.957314879470727,1.5745962851221798
0.197,0.200669776082687,0.34629505787590015,-2.2482596143682194,-0.156947288145377,0.9572079206828945,1.5746399589267388
0.198,0.20230270851671234,0.3474599490810592,-2.2481833599968324,-0.1570824805886377,0.9571009618950621,1.5746836327312979
0.199,0.20393564095073766,0.34862484028621826,-2.2481071056254454,-0.1572176730318984,0.9569940031072297,1.574727306535857
0.2,0.205568573384763,0.3497897314913773,-2.2480308512540583,-0.1573528654751591,0.9568870443193973,1.574770980340416
0.201,0.20720150581878832,0.3509546226965364,-2.2479545968826713,-0.1574880579184198,0.9567800855315649,1.574814654144975
0.202,0.20883443825281367,0.35211951390169544,-2.2478783425112843,-0.15762325036168048,0.9566731267437325,1.574858327949534
0.203,0.21081343808799988,0.35345609843146414,-2.2477868776594248,-0.15770742527947146,0.9565589296503703,1.5749192320487022
0.204,0.21279957333351926,0.3547962230297814,-2.2476950991894116,-0.15779054828952077,0.956444583313595,1.5749804914116767
0.205,0.21478570857903873,0.3561363476280988,-2.247603320719398,-0.1578736712995701,0.9563302369768198,1.5750417507746513
0.206,0.21677184382455816,0.35747647222641615,-2.2475115422493848,-0.15795679430961942,0.9562158906400446,1.5751030101376258
0.207,0.2187579790700776,0.3588165968247335,-2.2474197637793716,-0.15803991731966877,0.9561015443032694,1.5751642695006003
0.208,0.22074411431559704,0.36015672142305083,-2.247327985309358,-0.15812304032971808,0.9559871979664942,1.5752255288635748
0.209,0.22273024956111648,0.3614968460213682,-2.2472362068393448,-0.15820616333976742,0.955872851629719,1.5752867882265493
0.21,0.22471638480663592,0.36283697061968556,-2.247144428369331,-0.15828928634981673,0.9557585052929438,1.5753480475895238
0.211,0.22670252005215535,0.3641770952180029,-2.247052649899318,-0.15837240935986605,0.9556441589561686,1.5754093069524984
0.212,0.2286886552976748,0.36551721981632024,-2.246960871429305,-0.1584555323699154,0.9555298126193933,1.5754705663154729
0.213,0.23044309002706345,0.3666736654563373,-2.24688362353662,-0.15850124609009744,0.9554340421963974,1.5755423505766195
0.214,0.232165566064572,0.36780477606762324,-2.2468083798614984,-0.15854179990822884,0.9553408339684054,1.5756155865478587
0.215,0.23388804210208056,0.3689358866789092,-2.2467331361863767,-0.15858235372636023,0.9552476257404134,1.575688822519098
0.216,0.2356105181395891,0.37006699729019515,-2.2466578925112546,-0.15862290754449165,0.9551544175124215,1.5757620584903371
0.217,0.2373329941770977,0.3711981079014811,-2.246582648836133,-0.15866346136262305,0.9550612092844295,1.5758352944615763
0.218,0.23905547021460624,0.37232921851276707,-2.246507405161011,-0.15870401518075444,0.9549680010564375,1.5759085304328155
0.219,0.2407779462521148,0.373460329124053,-2.246432161485889,-0.15874456899888584,0.9548747928284456,1.5759817664040547
0.22,0.24250042228962335,0.374591439735339,-2.2463569178107674,-0.15878512281701723,0.9547815846004536,1.576055002375294
0.221,0.2442228983271319,0.37572255034662494,-2.2462816741356457,-0.15882567663514865,0.9546883763724616,1.5761282383465332
0.222,0.24594537436464045,0.3768536609579109,-2.246206430460524,-0.15886623045328005,0.9545951681444697,1.5762014743177724
0.223,0.24771188251468915,0.3780045822630628,-2.246074319679323,-0.15889478130968826,0.9544814677130309,1.5762419351605115
0.224,0.24949097126832073,0.3791611637664622,-2.245925961153529,-0.1589199027484613,0.9543619123663215,1.576273031680822
0.225,0.25127006002195235,0.38031774526986156,-2.2457776026277343,-0.15894502418723433,0.9542423570196122,1.5763041282011325
0.226,0.25304914877558393,0.3814743267732609,-2.2456292441019396,-0.15897014562600736,0.9541228016729029,1.576335224721443
0.227,0.2548282375292155,0.38263090827666024,-2.245480885576145,-0.1589952670647804,0.9540032463261935,1.5763663212417536
0.228,0.2566073262828471,0.3837874897800596,-2.245332527050351,-0.15902038850355343,0.9538836909794842,1.5763974177620643
0.229,0.2583864150364787,0.384944071283459,-2.245184168524556,-0.15904550994232647,0.9537641356327748,1.5764285142823748
0.23,0.26016550379011033,0.3861006527868583,-2.2450358099987615,-0.15907063138109948,0.9536445802860655,1.5764596108026854
0.231,0.2619445925437419,0.38725723429025766,-2.2448874514729673,-0.1590957528198725,0.9535250249393562,1.576490707322996
0.232,0.2637236812973735,0.388413815793657,-2.2447390929471727,-0.15912087425864554,0.9534054695926468,1.5765218038433064
0.233,0.26577025239151025,0.38974859089040675,-2.2445325253384727,-0.1591396916120536,0.9532922514132779,1.5765630746525963
