time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,X,Y,Z,gripper
0.151760,-8.841694819050616e-05,0.26005558320687916,-2.2700449573538073,2.0240024284602208e-05,0.9599493312503483,1.5700895238415895,0.6533507364719389,0.0014148544432008034,0.42386558631095606,0.004385974332503347
0.201499,-8.788431597217539e-05,0.26005558320687916,-2.2700449573538073,2.0240024284602208e-05,0.9599493312503483,1.5700895238415895,0.6533506005906906,0.0014141857864997413,0.4238652946881022,0.004385974332503347
0.251864,-8.788431597217539e-05,0.26005558320687916,-2.2700449573538073,2.0240024284602208e-05,0.9599493312503483,1.5700895238415895,0.6533506747315845,0.0014145064431348893,0.4238658799348848,0.004385974332503347
0.301477,-8.788431597217539e-05,0.26005513379844525,-2.2700449573538073,1.9174759848570515e-05,0.9599493312503483,1.5700895238415895,0.6533507364719389,0.0014148544432008034,0.42386558631095606,0.004385974332503347
0.351633,-8.841694819050616e-05,0.26005513379844525,-2.2700449573538073,2.0240024284602208e-05,0.9599493312503483,1.5700895238415895,0.6533506739791265,0.0014148544387539107,0.4238658799323284,0.004385974332503347
0.401520,-8.841694819050616e-05,0.26005513379844525,-2.2700449573538073,2.0240024284602208e-05,0.9599493312503483,1.5700895238415895,0.6533506739791265,0.0014148544387539107,0.4238658799323284,0.004385974332503347
0.451589,-8.841694819050616e-05,0.26005513379844525,-2.2700449573538073,1.9174759848570515e-05,0.9599493312503483,1.5700895238415895,0.6533506743165747,0.0014145337884842884,0.42386588014981436,0.004385974332503347
0.501491,-8.841694819050616e-05,0.26005513379844525,-2.2700449573538073,1.9174759848570515e-05,0.9599493312503483,1.5700895238415895,0.6533507375616744,0.0014141857972786941,0.4238655865309983,0.004385974332503347
0.588325,-8.788431597217539e-05,0.26005558320687916,-2.2700446910376986,1.9174759848570515e-05,0.9599493312503483,1.5700895238415895,0.6533508052948207,0.0014145337983571297,0.42386573244991704,0.004385974332503347
0.680210,-8.894958040883694e-05,0.2600560492600699,-2.2700446910376986,1.9174759848570515e-05,0.9599493312503483,1.5700895238415895,0.653350942502421,0.001414533806450899,0.42386565732105186,0.004385974332503347
0.772381,-8.841694819050616e-05,0.2600565153132607,-2.270044158405481,1.9174759848570515e-05,0.9599483325649396,1.5700895238415895,0.6533516157701662,0.0014132239118435665,0.42386577681101417,0.004385974332503347
0.816115,-8.735168375473279e-05,0.2600574307748854,-2.2700422941927174,1.4381069886427886e-05,0.9599483325649396,1.5700895238415895,0.6533518737031454,0.0014123949604094585,0.4238649369984157,0.004385974332503347
0.904440,-8.681905153729019e-05,0.26006017715975954,-2.270041761560499,1.4381069886427886e-05,0.9599483325649396,1.5700895238415895,0.653352781653152,0.001410013738051527,0.4238609202179324,0.004385974332503347
0.951616,-8.468852266396709e-05,0.2600652371658307,-2.270041761560499,1.3315805450396191e-05,0.959947400458558,1.570090455947971,0.6533527090857849,0.00140929039165859,0.4238603345449992,0.004385974332503347
1.036440,-7.936220048421205e-05,0.2600647711126399,-2.2700414952443904,1.3315805450396191e-05,0.959947400458558,1.570090455947971,0.6533535253836404,0.0014054898286614585,0.42386074545910246,0.004385974332503347
1.124237,-7.030745277791794e-05,0.26007028052714504,-2.270039098399409,7.456851052221867e-06,0.959947400458558,1.570090455947971,0.6533547327099484,0.0013995230114410946,0.4238601448226565,0.004385974332503347
1.168540,-7.030745277791794e-05,0.26006844960389564,-2.270031641548357,7.456851052221867e-06,0.9599502633567297,1.5700895238415895,0.6533568065927022,0.0013973842161601345,0.423867366227135,0.004385974332503347
1.260511,-5.1132692929556356e-05,0.26006844960389564,-2.270023918381196,-2.0772656503353915e-05,0.959956921259455,1.570140922850628,0.6533621629361351,0.0013059721686291992,0.42388307291454774,0.004385974332503347
1.356470,0.00035579832163458626,0.2600780869180903,-2.2699983520347313,-0.00018748654074141058,0.9599768949676306,1.570309234631521,0.6533697664078414,0.0008405285330561691,0.42387406351911394,0.004385974332503347
1.401727,0.0009139968861151946,0.26010886307343756,-2.2699940909769865,-0.00033182987182378554,0.9599797578658024,1.570338795719621,0.6533743607999629,0.0002715349282170764,0.42386356255945334,0.004385974332503347
1.488516,0.0018932418691231434,0.26013364711633213,-2.269991694132006,-0.0017486315717452072,0.9599835528703557,1.5703434562515286,0.653434275501536,-0.0025331450599458795,0.4235964824164756,0.004385974332503347
1.580544,0.007000809682681017,0.2610015213813185,-2.2695040693364126,-0.008649414588359328,0.959990210773081,1.5703463857287276,0.653907008919544,-0.009880848404540971,0.4240567126910809,0.004385974332503347
1.672529,0.016450476090582054,0.2615576060616839,-2.266546096313662,-0.01664475681299482,0.9599882799812907,1.5703501141542537,0.6544649056932444,-0.017118033197586997,0.42529859595472785,0.004385974332503347
1.720503,0.022577903134068888,0.2616370348411955,-2.264515435982476,-0.021815550385493765,0.9599835528703557,1.5703577041633605,0.6548600805299414,-0.023194036112783766,0.4264042468194859,0.004385974332503347
1.812235,0.03282702033258999,0.26200897857693867,-2.2609169727175606,-0.03497849038931822,0.9599749641758403,1.5703654273305216,0.655223149136194,-0.039396071190729715,0.4282892138057498,0.004385974332503347
1.900244,0.047612472505195,0.26276205395418584,-2.25695232480276,-0.0643813867204468,0.959966442060352,1.5703730173396284,0.6547074289498254,-0.05450254111795355,0.4289894737753095,0.004385974332503347
1.944262,0.05546139912652537,0.263550016741713,-2.2555126199174627,-0.08333137577301475,0.959966442060352,1.570375813658773,0.6539691932576921,-0.0657019023647383,0.4287706321434383,0.004385974332503347
2.036209,0.0675119200982681,0.26572979744918607,-2.2540763771415833,-0.11384108185318098,0.9599673741667336,1.5703834036678797,0.6517575777915159,-0.08812419908448677,0.42622417156380643,0.004385974332503347
2.124227,0.08399499390477111,0.27082497389148247,-2.2531008612342873,-0.15034343301824293,0.959968306273115,1.5703920589414224,0.6498089758019112,-0.10364813820052267,0.42291660999480074,0.004385974332503347
2.172172,0.09242296664849037,0.2741986330708812,-2.2530499948574674,-0.16526565723817477,0.9599673741667336,1.5703939231541855,0.6484551674504015,-0.11321670038681778,0.42019068465689,0.004385974332503347
2.264171,0.10548324179229344,0.279904988338594,-2.2530542559152114,-0.18295490583069984,0.9599654433749433,1.5725076741113817,0.6458415918919834,-0.13062843058130608,0.4142270972568102,0.004385974332503347
2.356093,0.12359644066322316,0.2888481495951891,-2.2530601148696094,-0.19808379135122145,0.9599635791621802,1.5802474860294242,0.6436372573992832,-0.1457398143266843,0.407388332410553,0.004385974332503347
2.452682,0.1426468475336438,0.2996386791209449,-2.2530675717206616,-0.20430813145095517,0.9599549904676646,1.5842154628955878,0.6417257746860673,-0.15936631041144106,0.39961664107928413,0.004385974332503347
2.501597,0.15733724358068438,0.3088509195161789,-2.2530726317267327,-0.20604717564277752,0.9599531262549017,1.5850801913015364,0.6407495658908555,-0.16609868722434362,0.39533437720059367,0.004385974332503347
2.592478,0.16753721713471512,0.3155133163257165,-2.2530779580489133,-0.2065494478243659,0.959947400458558,1.5855110907659113,0.6391140827402677,-0.1764119955718239,0.3885105614577812,0.004385974332503347
2.684471,0.18848133127726385,0.3297647235565711,-2.25308408331942,-0.206962237793328,0.9599198367412757,1.586316830153715,0.6365708051280946,-0.1904962006446384,0.37860278178912166,0.004385974332503347
2.776525,0.21091505128603474,0.34495519467730135,-2.2530912738543636,-0.2071049832277554,0.9591188244644071,1.5879569379110403,0.6341983101833888,-0.20162056871048858,0.37049175882642943,0.004385974332503347
2.864175,0.2289414560725631,0.3571379582419233,-2.2530931380671264,-0.2071571811851225,0.9577032877660028,1.5901248841964193,0.6302744499627038,-0.21743898586338234,0.35884607619485903,0.004385974332503347
2.956194,0.2548843069364337,0.3737923024348428,-2.2530923391187994,-0.20717422541609842,0.9557997267978412,1.5923861742780054,0.6251088650617875,-0.23500295176380231,0.3469551362624835,0.004385974332503347
3.000729,0.27646070545603774,0.3868801412959283,-2.253084349635529,-0.20716889909391778,0.9548141574574303,1.595004194787608,0.622094960776576,-0.24426465478923529,0.3408583016841361,0.004385974332503347
3.088230,0.29139216751600094,0.3957177082153017,-2.2530340158909263,-0.20716090961064726,0.9544079588121659,1.596737513183086,0.6172667804684259,-0.2585256733521085,0.33230505004911726,0.004385974332503347
3.180137,0.32042721472156255,0.4136798309510183,-2.2503223852690075,-0.20714599590854377,0.9540759292032602,1.6008708723529432,0.612592975579108,-0.2757283210994654,0.3225238352607836,0.004385974332503347
3.225751,0.33871767193017227,0.4278168887025676,-2.244865834511545,-0.2071374737930558,0.9539845827778706,1.6052801350117332,0.6113459205901381,-0.2828370460718614,0.3183281536741897,0.004385974332503347
3.312134,0.34835928047215425,0.4375746776471044,-2.2400034349932776,-0.2071049832277554,0.9539037558387867,1.6100481254693566,0.6108155590016419,-0.2913661690968331,0.3122037555843897,0.004385974332503347
3.400428,0.36165005220830365,0.45805868077707146,-2.2289912638858,-0.20533451373507106,0.9536335781461981,1.6240266585570187,0.6119719453308812,-0.29658005215498484,0.3056215502780155,0.004385974332503347
3.488903,0.36609729820214065,0.474046269301576,-2.2208979173330494,-0.20323594279608947,0.9524558617331378,1.6298619108214916,0.6146172460301687,-0.29956842817635787,0.2949128267941645,0.004385974332503347
3.576581,0.3673247158590445,0.49645337434420295,-2.2124351903371045,-0.20233206592211594,0.9487552662404183,1.6322687426566505,0.6169004853023035,-0.29993056626368936,0.28065054028326,0.004385974332503347
3.668527,0.36702717418625547,0.5144311098618101,-2.208066008252721,-0.2020194108101414,0.9446656494914654,1.6325740740756283,0.6180941964826553,-0.29949959811773147,0.26867766466995363,0.004385974332503347
3.756176,0.364920414026921,0.5402040510481336,-2.2032568719562553,-0.20181754319951306,0.9421807870363668,1.6327529053428271,0.6202361455584032,-0.2984297465284983,0.25209818612521057,0.004385974332503347
3.844168,0.36272593599918207,0.5696555500691564,-2.195143818011438,-0.20177013893210916,0.9415196572957547,1.6327957822363772,0.6225451247120509,-0.29816953530394114,0.23979101319369628,0.004385974332503347
3.892230,0.3619650708757465,0.5854452324351546,-2.1890590275528243,-0.2017616168166212,0.941350346829453,1.632798578555522,0.6244159517016421,-0.29858890796080934,0.2314740827782819,0.004385974332503347
3.980099,0.3619117743644312,0.6115942785464246,-2.1769677435716472,-0.20175309470113323,0.9412285737886089,1.6328033722454842,0.6291417441292046,-0.3004909253687766,0.21515959417761346,0.004385974332503347
4.025788,0.36223045487837285,0.6385845506670234,-2.161769882178892,-0.20175202943669657,0.9412190529877119,1.6328033722454842,0.6319338867406782,-0.3019824695147959,0.2074391290736688,0.004385974332503347
4.112200,0.3633159926282028,0.6575431284141067,-2.149495372714717,-0.20175202943669657,0.9412019421777083,1.6328033722454842,0.636380478264051,-0.30586370981638117,0.19596630183387906,0.004385974332503347
4.200454,0.36862653557890257,0.6969429322661477,-2.1206996771121265,-0.20175202943669657,0.9411800376777423,1.6328024401391026,0.6410838555563229,-0.31134907892319147,0.1850956351985017,0.004385974332503347
4.288507,0.3741202707230861,0.7268187394278474,-2.096550664979506,-0.20174617048229848,0.9412751791076854,1.632801508032721,0.647565896988733,-0.3195478234093254,0.1714842255527172,0.004385974332503347
4.376086,0.38070919757605115,0.7674836779557306,-2.0634302620827354,-0.2017451052178636,0.9446389513015373,1.632798578555522,0.653888567178314,-0.32657035804546775,0.1575010293552171,0.004385974332503347
4.425707,0.3841567927652132,0.7977631537596589,-2.041033876263496,-0.2017451052178636,0.9482958043733523,1.6327957822363772,0.6564166416512951,-0.32925297973968043,0.14982608876523365,0.004385974332503347
